state_name,state,state_fips,year,Population,Unemploymentrate,Personalincome,StateMinimumWage
TX,44,48,2017,28304596,4.3,1357465600,7.25
UT,45,49,2017,3101833,3.3,136543700,7.25
VT,46,50,2017,623657,3.0,32460600,10
VA,47,51,2017,8470020,3.7,468177300,7.25
WA,48,53,2017,7405743,4.7,434758600,11
WV,49,54,2017,1815857,5.2,70218400,8.75
WI,50,55,2017,5795483,3.3,285487400,7.25
WY,51,56,2017,579315,4.2,32638600,5.15
AL,1,1,2018,4887871,3.9,206455000,7.25
AK,2,2,2018,737438,6.6,43818200,9.84
AZ,3,4,2018,7171646,4.8,317912900,10.5
AR,4,5,2018,3013825,3.7,130296700,8.5
CA,5,6,2018,39557045,4.2,2514129300,11
CO,6,8,2018,5695564,3.3,332942600,10.2
CT,7,9,2018,3572665,4.1,273152400,10.1
DE,8,10,2018,967171,3.8,50783100,8.25
DC,9,11,2018,702455,5.6,57604800,13.25
FL,10,12,2018,21299325,3.6,1066446900,8.25
GA,11,13,2018,10519475,3.9,488964100,5.15
HI,12,15,2018,1420491,2.4,78721100,10.1
ID,13,16,2018,1754208,2.8,77012300,7.25
IL,14,17,2018,12741080,4.3,724189100,8.25
IN,15,18,2018,6691878,3.4,315516000,7.25
IA,16,19,2018,3156145,2.5,158197200,7.25
KS,17,20,2018,2911505,3.4,149859100,7.25
KY,18,21,2018,4468402,4.3,189717400,7.25
LA,19,22,2018,4659978,4.9,215488700,7.25
ME,20,23,2018,1338404,3.4,65454100,10
MD,21,24,2018,6042718,3.9,382828900,10.1
MA,22,25,2018,6902149,3.3,494764600,11
MI,23,26,2018,9995915,4.1,484029800,9.25
MN,24,27,2018,5611179,2.9,322727600,9.859999999999999
MS,25,28,2018,2986530,4.8,112991700,7.25
MO,26,29,2018,6126452,3.2,292512800,7.85
MT,27,30,2018,1062305,3.7,50499700,9.300000000000001
NE,28,31,2018,1929268,2.8,102759300,9
NV,29,32,2018,3034392,4.6,149218600,8.25
NH,30,33,2018,1356458,2.5,83142600,7.25
NJ,31,34,2018,8908520,4.1,607884500,8.6
NM,32,35,2018,2095428,4.9,87188800,7.5
NY,33,36,2018,19542209,4.1,1341932000,10.4
NC,34,37,2018,10383620,3.9,478861600,7.25
ND,35,38,2018,760077,2.6,42147700,7.25
OH,36,39,2018,11689442,4.6,569726700,8.300000000000001
OK,37,40,2018,3943079,3.4,182301900,7.25
OR,38,41,2018,4190713,4.2,213070100,10.75
PA,39,42,2018,12807060,4.3,720073400,7.25
RI,40,44,2018,1057315,4.1,57993800,10.1
SC,41,45,2018,5084127,3.4,222188800,7.25
SD,42,46,2018,882235,3.0,46066400,8.85
TN,43,47,2018,6770010,3.5,317514900,7.25
TX,44,48,2018,28701845,3.9,1445270400,7.25
UT,45,49,2018,3161105,3.1,146422500,7.25
VT,46,50,2018,626299,2.7,33928600,10.5
VA,47,51,2018,8517685,3.0,492312700,7.25
WA,48,53,2018,7535591,4.5,467399000,11.5
WV,49,54,2018,1805832,5.3,73808900,8.75
WI,50,55,2018,5813568,3.0,299932700,7.25
WY,51,56,2018,577737,4.1,34872700,5.15
