state_name,state,state_fips,year,Population,Unemploymentrate,Personalincome,StateMinimumWage
MA,22,25,2007,6431559,4.6,323111300,7.5
MI,23,26,2007,10001284,7.0,347961900,6.95
MN,24,27,2007,5207203,4.6,217244300,6.15
MS,25,28,2007,2928350,6.1,85999500,5.15
MO,26,29,2007,5887612,5.1,208403600,6.5
MT,27,30,2007,964706,3.6,32716600,6.15
NE,28,31,2007,1783440,3.0,68466100,5.15
NV,29,32,2007,2601072,4.5,104564600,6.15
NH,30,33,2007,1312540,3.5,58631300,5.15
NJ,31,34,2007,8677885,4.3,440165600,7.15
NM,32,35,2007,1990070,3.8,63418400,5.15
NY,33,36,2007,19132335,4.6,909175200,7.15
NC,34,37,2007,9118037,4.7,329509400,6.15
ND,35,38,2007,652822,3.1,23686500,5.15
OH,36,39,2007,11500468,5.6,408493700,6.85
OK,37,40,2007,3634349,4.1,127864100,5.15
OR,38,41,2007,3722417,5.2,134019600,7.8
PA,39,42,2007,12563937,4.4,505303600,6.25
RI,40,44,2007,1057315,5.2,43394600,7.4
SC,41,45,2007,4444110,5.7,143383700,5.15
SD,42,46,2007,791623,2.8,30604700,5.15
TN,43,47,2007,6175727,4.7,209963600,5.15
TX,44,48,2007,23831983,4.3,873354000,5.15
UT,45,49,2007,2597746,2.6,86046000,5.15
VT,46,50,2007,623481,4.0,24319700,7.53
VA,47,51,2007,7751000,3.0,343153100,5.15
WA,48,53,2007,6461587,4.7,278686900,7.93
WV,49,54,2007,1834052,4.6,54128800,5.85
WI,50,55,2007,5610775,4.9,211964900,6.5
WY,51,56,2007,534876,2.8,24263400,5.15
AL,1,1,2008,4718206,5.7,157366800,5.85
AK,2,2,2008,687455,6.7,32825100,7.15
AZ,3,4,2008,6280362,6.2,223345800,6.9
AR,4,5,2008,2874554,5.5,91812100,6.25
CA,5,6,2008,36604337,7.3,1606579900,8
CO,6,8,2008,4889730,4.8,208738000,7.02
CT,7,9,2008,3545579,5.7,216865300,7.65
DE,8,10,2008,883874,4.9,35993200,7.15
DC,9,11,2008,580236,6.5,35462300,7
FL,10,12,2008,18527305,6.3,727138500,6.79
GA,11,13,2008,9504843,6.2,334334500,5.15
HI,12,15,2008,1332213,4.3,56059900,7.25
ID,13,16,2008,1534320,5.1,50205400,5.85
IL,14,17,2008,12747038,6.3,551531000,7.75
IN,15,18,2008,6424806,5.9,226332700,5.85
IA,16,19,2008,3016734,4.2,116255800,7.25
KS,17,20,2008,2808076,4.6,114543300,2.65
KY,18,21,2008,4289878,6.4,140523400,5.85
LA,19,22,2008,4435586,4.9,168070000,5.85
ME,20,23,2008,1330509,5.5,49300600,7
MD,21,24,2008,5684965,4.2,280998100,6.15
MA,22,25,2008,6468967,5.5,335841400,8
MI,23,26,2008,9946889,8.0,355102700,7.15
MN,24,27,2008,5247018,5.4,226166500,6.15
MS,25,28,2008,2947806,6.6,89845000,6.55
MO,26,29,2008,5923916,6.1,219503300,6.65
MT,27,30,2008,976415,5.1,34421400,6.25
NE,28,31,2008,1796378,3.3,72259900,5.85
NV,29,32,2008,2653630,6.7,102785500,6.33
NH,30,33,2008,1315906,3.9,60129000,6.5
NJ,31,34,2008,8711090,5.3,453018900,7.15
NM,32,35,2008,2010662,4.5,67242100,6.5
NY,33,36,2008,19212436,5.4,928501900,7.15
NC,34,37,2008,9309449,6.1,350848300,6.15
ND,35,38,2008,657569,3.2,26555200,5.85
OH,36,39,2008,11515391,6.4,421412100,7
OK,37,40,2008,3668976,3.7,141505900,5.85
OR,38,41,2008,3768748,6.5,139695900,7.95
PA,39,42,2008,12612285,5.3,523556700,7.15
RI,40,44,2008,1055003,7.8,44051500,7.4
SC,41,45,2008,4528996,6.8,149285900,5.85
SD,42,46,2008,799124,3.1,32691300,5.85
TN,43,47,2008,6247411,6.6,217598600,5.85
TX,44,48,2008,24309039,4.8,954649800,5.85
UT,45,49,2008,2663029,3.6,90161800,5.85
VT,46,50,2008,624151,4.7,25530400,7.68
VA,47,51,2008,7833496,3.9,355931400,5.85
WA,48,53,2008,6562231,5.4,292402800,8.07
WV,49,54,2008,1840310,4.3,57523700,6.55
WI,50,55,2008,5640996,4.9,219492800,6.5
WY,51,56,2008,546043,3.1,26533700,5.15
AL,1,1,2009,4757938,11.0,155145300,6.55
AK,2,2,2009,698895,7.7,32896400,7.15
AZ,3,4,2009,6343154,9.9,211975300,7.25
AR,4,5,2009,2896843,7.8,90246000,6.25
CA,5,6,2009,36961229,11.2,1554013300,8
CO,6,8,2009,4972195,7.3,198800200,7.28
CT,7,9,2009,3561807,7.9,213612100,8
DE,8,10,2009,891730,8.300000000000001,36284200,7.15
DC,9,11,2009,592228,9.300000000000001,35798800,7.55
FL,10,12,2009,18652644,10.4,682891700,7.21
GA,11,13,2009,9620846,9.9,327516300,5.15
HI,12,15,2009,1346717,7.2,55690000,7.25
ID,13,16,2009,1554439,8.800000000000001,48477000,6.55
IL,14,17,2009,12796778,10.2,525210699.9999999,8
IN,15,18,2009,6459325,10.3,220274800,6.55
IA,16,19,2009,3032870,6.4,112628000,7.25
KS,17,20,2009,2832704,6.9,110724200,2.65
KY,18,21,2009,4317074,10.3,138823400,6.55
LA,19,22,2009,4491648,6.8,163751600,6.55
ME,20,23,2009,1329590,8.1,49267600,7.25
MD,21,24,2009,5730388,7.0,279384200,6.55
MA,22,25,2009,6517613,8.1,332020600,8
MI,23,26,2009,9901591,13.7,336954500,7.4
MN,24,27,2009,5281203,7.8,216607400,6.15
MS,25,28,2009,2958774,9.5,88333000,6.55
MO,26,29,2009,5961088,9.300000000000001,215681800,7.05
MT,27,30,2009,983982,6.8,33711500,6.9
NE,28,31,2009,1812683,4.6,71173500,6.55
NV,29,32,2009,2684665,11.3,96858600,6.85
NH,30,33,2009,1316102,6.2,59082500,7.25
NJ,31,34,2009,8755602,9.1,439087900,7.15
NM,32,35,2009,2036802,7.5,66661800,7.5
NY,33,36,2009,19307066,8.300000000000001,912779000,7.15
NC,34,37,2009,9449566,10.6,338315700,6.55
ND,35,38,2009,664968,4.1,26361300,6.55
OH,36,39,2009,11528896,10.3,409648000,7.3
OK,37,40,2009,3717572,6.4,131371000,6.55
OR,38,41,2009,3808600,11.3,135132200,8.4
PA,39,42,2009,12666858,8.0,511617900,7.15
RI,40,44,2009,1053646,11.0,42952600,7.4
SC,41,45,2009,4589872,11.2,145622100,6.55
SD,42,46,2009,807067,4.9,31794600,6.55
TN,43,47,2009,6306019,10.5,216041800,6.55
TX,44,48,2009,24801761,7.6,910498600,6.55
UT,45,49,2009,2723421,7.3,86695600,6.55
VT,46,50,2009,624817,6.6,25164300,8.06
VA,47,51,2009,7925937,6.7,349712100,6.55
WA,48,53,2009,6667426,9.199999999999999,279749700,8.550000000000001
WV,49,54,2009,1847775,7.7,57948900,7.25
WI,50,55,2009,5669264,8.6,215830800,6.5
WY,51,56,2009,559851,6.3,24486700,5.15
AL,1,1,2010,4785161,10.5,161516600,7.25
AK,2,2,2010,714021,7.9,35293800,7.75
AZ,3,4,2010,6408208,10.4,215523600,7.25
AR,4,5,2010,2922394,8.199999999999999,93290500,6.25
CA,5,6,2010,37334079,12.2,1628457600,8
CO,6,8,2010,5048254,8.699999999999999,205372400,7.24
CT,7,9,2010,3579717,9.1,222226000,8.25
DE,8,10,2010,899791,8.4,36725700,7.25
DC,9,11,2010,605126,9.4,38481500,8.25
FL,10,12,2010,18849890,11.1,725074000,7.25
GA,11,13,2010,9713454,10.5,335268400,5.15
HI,12,15,2010,1363980,6.9,57179100,7.25
ID,13,16,2010,1570986,9.0,50196600,7.25
IL,14,17,2010,12841249,10.4,540492600,8
IN,15,18,2010,6490590,10.4,230109200,7.25
IA,16,19,2010,3050694,6.0,116247400,7.25
KS,17,20,2010,2858824,7.1,113077300,7.25
KY,18,21,2010,4347937,10.2,144103300,7.25
LA,19,22,2010,4544951,8.0,171098200,7.25
ME,20,23,2010,1327695,8.1,50330500,7.5
MD,21,24,2010,5788409,7.7,289469900,7.25
MA,22,25,2010,6565036,8.300000000000001,348423300,8
MI,23,26,2010,9877369,12.6,349577700,7.4
MN,24,27,2010,5310903,7.4,226273400,6.15
MS,25,28,2010,2970316,10.4,91795400,7.25
MO,26,29,2010,5996052,9.6,220788100,7.25
MT,27,30,2010,990643,7.3,35561800,7.25
NE,28,31,2010,1830025,4.6,74864200,7.25
NV,29,32,2010,2703440,13.5,100605800,7.55
NH,30,33,2010,1316708,5.8,61604600,7.25
NJ,31,34,2010,8803881,9.5,452466400,7.25
NM,32,35,2010,2064741,8.1,69250200,7.5
NY,33,36,2010,19402920,8.6,950069100,7.25
NC,34,37,2010,9558979,10.9,341627600,7.25
ND,35,38,2010,674530,3.8,29344600,7.25
OH,36,39,2010,11540766,10.3,422046200,7.3
OK,37,40,2010,3759596,6.8,137392800,7.25
OR,38,41,2010,3837972,10.6,138618000,8.4
PA,39,42,2010,12712014,8.5,534469900,7.25
RI,40,44,2010,1053219,11.2,45261000,7.4
SC,41,45,2010,4635894,11.2,150462900,7.25
SD,42,46,2010,816299,5.0,33596200,7.25
TN,43,47,2010,6356585,9.699999999999999,226586600,7.25
TX,44,48,2010,25244363,8.1,966149700,7.25
UT,45,49,2010,2775426,7.8,89242400,7.25
VT,46,50,2010,625984,6.1,25939100,8.06
VA,47,51,2010,8025787,7.1,365041400,7.25
WA,48,53,2010,6743060,10.0,287760300,8.550000000000001
WV,49,54,2010,1854225,8.699999999999999,59927700,7.25
WI,50,55,2010,5690204,8.699999999999999,221909700,7.25
WY,51,56,2010,564516,6.4,25804900,5.15
AL,1,1,2011,4801108,9.6,167942800,7.25
AK,2,2,2011,722720,7.6,37827800,7.75
AZ,3,4,2011,6468732,9.5,226365300,7.35
AR,4,5,2011,2938538,8.300000000000001,99571500,6.25
CA,5,6,2011,37700034,11.7,1737940000,8
CO,6,8,2011,5119480,8.4,223153200,7.36
CT,7,9,2011,3589759,8.800000000000001,228929400,8.25
DE,8,10,2011,907916,7.5,39825600,7.25
DC,9,11,2011,620472,10.2,41786300,8.25
FL,10,12,2011,19105533,10.0,764633700,7.25
GA,11,13,2011,9812280,10.2,358538600,5.15
HI,12,15,2011,1378227,6.8,60044600,7.25
ID,13,16,2011,1584134,8.300000000000001,53082600,7.25
IL,14,17,2011,12861882,9.699999999999999,567967500,8.25
IN,15,18,2011,6516845,9.1,245346400,7.25
IA,16,19,2011,3065389,5.5,125560500,7.25
KS,17,20,2011,2869917,6.5,122562000,7.25
KY,18,21,2011,4367882,9.4,151299900,7.25
LA,19,22,2011,4575381,7.8,177105100,7.25
ME,20,23,2011,1328257,7.9,52424400,7.5
MD,21,24,2011,5844171,7.2,306179600,7.25
MA,22,25,2011,6611797,7.3,365742700,8
MI,23,26,2011,9876589,10.4,370676100,7.4
MN,24,27,2011,5348119,6.5,242440300,6.15
MS,25,28,2011,2977999,10.0,95795200,7.25
MO,26,29,2011,6010587,8.5,230429700,7.25
MT,27,30,2011,997746,6.9,38077700,7.35
NE,28,31,2011,1842383,4.4,83613600,7.25
NV,29,32,2011,2718819,13.0,104579400,8.25
NH,30,33,2011,1318344,5.4,64589700,7.25
NJ,31,34,2011,8842934,9.300000000000001,474015500,7.25
NM,32,35,2011,2078226,7.5,72820300,7.5
NY,33,36,2011,19523202,8.300000000000001,1004130300,7.25
NC,34,37,2011,9651025,10.3,355052300,7.25
ND,35,38,2011,685326,3.5,32882200,7.25
OH,36,39,2011,11545442,8.800000000000001,451011100,7.4
OK,37,40,2011,3786626,5.9,147889500,7.25
OR,38,41,2011,3868509,9.5,146432200,8.5
PA,39,42,2011,12745202,7.9,563434900,7.25
RI,40,44,2011,1051856,11.0,47067000,7.4
SC,41,45,2011,4672733,10.6,159187400,7.25
SD,42,46,2011,824289,4.7,36741900,7.25
TN,43,47,2011,6398408,9.0,240717700,7.25
TX,44,48,2011,25654464,7.8,1057757500,7.25
UT,45,49,2011,2816440,6.7,96245300,7.25
VT,46,50,2011,626687,5.5,27455200,8.15
VA,47,51,2011,8110783,6.6,387003900,7.25
WA,48,53,2011,6823229,9.300000000000001,304986900,8.67
WV,49,54,2011,1854948,8.1,63349200,7.25
WI,50,55,2011,5709720,7.8,234910000,7.25
WY,51,56,2011,567768,5.8,28356600,5.15
AL,1,1,2012,4816089,8.0,172804100,7.25
AK,2,2,2012,731228,7.1,39169200,7.75
AZ,3,4,2012,6553262,8.300000000000001,236846100,7.65
AR,4,5,2012,2949499,7.6,106984700,6.25
CA,5,6,2012,38056055,10.4,1852397500,8
CO,6,8,2012,5191731,7.9,237141500,7.64
CT,7,9,2012,3593541,8.300000000000001,233337800,8.25
DE,8,10,2012,917099,7.2,40338400,7.25
DC,9,11,2012,635342,9.0,43426900,8.25
FL,10,12,2012,19352021,8.5,793428800,7.67
GA,11,13,2012,9917639,9.199999999999999,368868100,5.15
HI,12,15,2012,1392641,6.0,62455900,7.25
ID,13,16,2012,1596097,7.2,56139800,7.25
IL,14,17,2012,12875167,9.0,593239100,8.25
IN,15,18,2012,6538283,8.300000000000001,257149500,7.25
IA,16,19,2012,3076636,5.0,131984200,7.25
KS,17,20,2012,2886281,5.7,130182000,7.25
KY,18,21,2012,4382667,8.199999999999999,156827600,7.25
LA,19,22,2012,4603676,7.1,186589400,7.25
ME,20,23,2012,1328888,7.5,53490000,7.5
MD,21,24,2012,5890740,7.0,315230900,7.25
MA,22,25,2012,6657780,6.7,382009400,8
MI,23,26,2012,9886879,9.1,386568400,7.4
MN,24,27,2012,5380443,5.6,257319700,6.15
MS,25,28,2012,2985660,9.0,99386400,7.25
MO,26,29,2012,6025468,6.9,241762700,7.25
MT,27,30,2012,1005157,6.0,40471000,7.65
NE,28,31,2012,1855973,4.0,86293700,7.25
NV,29,32,2012,2754874,11.2,108825100,8.25
NH,30,33,2012,1321393,5.5,67528800,7.25
NJ,31,34,2012,8874893,9.300000000000001,491662000,7.25
NM,32,35,2012,2084792,7.1,74578400,7.5
NY,33,36,2012,19606981,8.5,1056671200,7.25
NC,34,37,2012,9747021,9.300000000000001,379925300,7.25
ND,35,38,2012,702265,3.1,38859800,7.25
OH,36,39,2012,11551783,7.4,469260800,7.7
OK,37,40,2012,3817679,5.2,158353900,7.25
OR,38,41,2012,3899444,8.800000000000001,154408500,8.800000000000001
PA,39,42,2012,12772789,7.8,587521900,7.25
RI,40,44,2012,1052393,10.4,48810300,7.4
SC,41,45,2012,4721341,9.199999999999999,167797500,7.25
SD,42,46,2012,834631,4.3,37659400,7.25
TN,43,47,2012,6455469,7.8,253613100,7.25
TX,44,48,2012,26089741,6.7,1132222100,7.25
UT,45,49,2012,2856343,5.4,103120600,7.25
VT,46,50,2012,626398,5.0,28395700,8.460000000000001
VA,47,51,2012,8193374,6.1,405863900,7.25
WA,48,53,2012,6897292,8.1,329258600,9.039999999999999
WV,49,54,2012,1856283,7.5,65206200,7.25
WI,50,55,2012,5726422,7.0,246150800,7.25
WY,51,56,2012,577080,5.3,30846100,5.15
AL,1,1,2013,4830533,7.2,174415500,7.25
AK,2,2,2013,737442,7.0,38859500,7.75
AZ,3,4,2013,6630799,7.7,242855600,7.8
AR,4,5,2013,2957957,7.2,107240700,6.25
CA,5,6,2013,38414128,8.9,1886379100,8
CO,6,8,2013,5271132,6.9,249281600,7.78
CT,7,9,2013,3597168,7.8,228470900,8.25
DE,8,10,2013,925353,6.7,40949400,7.25
DC,9,11,2013,649540,8.5,44189300,8.25
FL,10,12,2013,19594467,7.2,795424900,7.79
GA,11,13,2013,9991562,8.199999999999999,374489100,5.15
HI,12,15,2013,1408765,4.9,63316600,7.25
ID,13,16,2013,1612785,6.1,58338000,7.25
IL,14,17,2013,12889580,9.0,607670800,8.25
IN,15,18,2013,6570518,7.7,260424700,7.25
IA,16,19,2013,3092224,4.7,134463500,7.25
KS,17,20,2013,2894630,5.3,132978600,7.25
KY,18,21,2013,4398500,8.0,158218400,7.25
LA,19,22,2013,4627491,6.7,189197100,7.25
ME,20,23,2013,1328778,6.6,53346400,7.5
MD,21,24,2013,5936040,6.6,314266500,7.25
MA,22,25,2013,6708810,6.7,385191900,8
MI,23,26,2013,9900506,8.800000000000001,390199800,7.4
MN,24,27,2013,5420541,5.0,259538900,6.15
MS,25,28,2013,2990976,8.5,101176700,7.25
MO,26,29,2013,6043708,6.7,243582300,7.35
MT,27,30,2013,1014402,5.4,40720800,7.8
NE,28,31,2013,1869300,3.8,86913900,7.25
NV,29,32,2013,2790366,9.6,109055100,8.25
NH,30,33,2013,1322660,5.1,67320400,7.25
NJ,31,34,2013,8907384,8.199999999999999,496465000,7.25
NM,32,35,2013,2086890,6.9,73412300,7.5
NY,33,36,2013,19691032,7.7,1069556500,7.25
NC,34,37,2013,9845432,8.0,376023900,7.25
ND,35,38,2013,723626,2.9,38860600,7.25
OH,36,39,2013,11572232,7.5,475776300,7.85
OK,37,40,2013,3853405,5.3,166063300,7.25
OR,38,41,2013,3928030,7.9,156977100,8.949999999999999
PA,39,42,2013,12783536,7.4,592973400,7.25
RI,40,44,2013,1052856,9.300000000000001,48772700,7.75
SC,41,45,2013,4768498,7.6,170227200,7.25
SD,42,46,2013,845270,3.8,38108600,7.25
TN,43,47,2013,6496130,7.8,256016000,7.25
TX,44,48,2013,26500674,6.3,1159745600,7.25
UT,45,49,2013,2903685,4.6,106427200,7.25
VT,46,50,2013,627129,4.4,28768700,8.6
VA,47,51,2013,8267875,5.7,403199100,7.25
WA,48,53,2013,6973281,7.0,336333900,9.19
WV,49,54,2013,1852985,6.8,64785000,7.25
WI,50,55,2013,5743653,6.7,247744900,7.25
WY,51,56,2013,583131,4.7,30789600,5.15
AL,1,1,2014,4846411,6.8,180457800,7.25
AK,2,2,2014,737046,6.9,41110400,7.75
AZ,3,4,2014,6728783,6.8,257410000,7.9
AR,4,5,2014,2966835,6.0,113545500,6.25
CA,5,6,2014,38792291,7.5,2021038500,9
CO,6,8,2014,5355588,5.0,271307500,8
CT,7,9,2014,3594762,6.6,238999100,8.699999999999999
DE,8,10,2014,935968,5.7,42888300,7.75
DC,9,11,2014,659836,7.8,47259900,9.5
FL,10,12,2014,19905569,6.3,856161700,7.93
GA,11,13,2014,10097132,7.1,400696100,5.15
HI,12,15,2014,1420257,4.4,66846100.00000001,7.25
ID,13,16,2014,1634806,4.8,61827100,7.25
IL,14,17,2014,12882189,7.1,637279300,8.25
IN,15,18,2014,6597880,6.0,270986100,7.25
IA,16,19,2014,3109481,4.2,139303400,7.25
KS,17,20,2014,2902507,4.5,135975800,7.25
KY,18,21,2014,4412617,6.5,165914600,7.25
LA,19,22,2014,4648990,6.4,198233900,7.25
ME,20,23,2014,1330256,5.6,55650000,7.5
MD,21,24,2014,5975346,5.8,325835800,7.25
MA,22,25,2014,6755124,5.7,405505900,8
MI,23,26,2014,9916306,7.2,408617600,8.15
MN,24,27,2014,5457125,4.2,273960600,8
MS,25,28,2014,2993443,7.5,103310800,7.25
MO,26,29,2014,6063827,6.1,252999700,7.5
MT,27,30,2014,1023252,4.7,42817500,7.9
NE,28,31,2014,1882980,3.3,91999000,7.25
NV,29,32,2014,2838281,7.9,116945300,8.25
NH,30,33,2014,1327996,4.3,70225200,7.25
NJ,31,34,2014,8938844,6.8,520079400,8.25
NM,32,35,2014,2085567,6.7,77722300,7.5
NY,33,36,2014,19748858,6.3,1115352200,8
NC,34,37,2014,9940387,6.3,397995900,7.25
ND,35,38,2014,740040,2.7,41526200,7.25
OH,36,39,2014,11596998,5.8,496069300,7.95
OK,37,40,2014,3879610,4.5,176621900,7.25
OR,38,41,2014,3971202,6.8,168408800,9.1
PA,39,42,2014,12793767,5.9,619388000,7.25
RI,40,44,2014,1054907,7.7,50863500,8
SC,41,45,2014,4829160,6.5,181483000,7.25
SD,42,46,2014,853304,3.4,39872200,7.25
TN,43,47,2014,6547779,6.6,266873400,7.25
TX,44,48,2014,26979078,5.1,1248733000,7.25
UT,45,49,2014,2944498,3.8,113140900,7.25
VT,46,50,2014,626767,3.9,29886700,8.73
VA,47,51,2014,8328098,5.2,421874500,7.25
WA,48,53,2014,7063166,6.1,363327100,9.32
WV,49,54,2014,1848751,6.6,66863500,7.25
WI,50,55,2014,5759432,5.4,258489400,7.25
WY,51,56,2014,584304,4.1,33035300,5.15
AL,1,1,2015,4858979,6.1,187544400,7.25
AK,2,2,2015,738432,6.5,42469900,8.75
AZ,3,4,2015,6828065,6.1,271132800,8.050000000000001
AR,4,5,2015,2978204,5.0,117180600,7.5
CA,5,6,2015,39144818,6.2,2171947400,9
CO,6,8,2015,5456574,3.9,284233900,8.23
CT,7,9,2015,3590886,5.7,244982300,9.15
DE,8,10,2015,945934,4.9,45150700,8.25
DC,9,11,2015,672228,6.9,50940500,10.5
FL,10,12,2015,20271272,5.5,915895500,8.050000000000001
GA,11,13,2015,10214860,6.0,424356300,5.15
HI,12,15,2015,1431603,3.6,70384500,7.75
ID,13,16,2015,1654930,4.2,65825200,7.25
IL,14,17,2015,12859995,6.0,662760800,8.25
IN,15,18,2015,6619680,4.8,281691600,7.25
IA,16,19,2015,3123899,3.8,144287800,7.25
KS,17,20,2015,2911641,4.2,137868300,7.25
KY,18,21,2015,4425092,5.3,173025600,7.25
LA,19,22,2015,4670724,6.3,200748500,7.25
ME,20,23,2015,1329328,4.4,57947700,7.5
MD,21,24,2015,6006401,5.1,342074300,8.25
MA,22,25,2015,6794422,4.8,432102300,9
MI,23,26,2015,9922576,5.4,432391500,8.15
MN,24,27,2015,5489594,3.7,286818700,9
MS,25,28,2015,2992333,6.4,104670100,7.25
MO,26,29,2015,6083672,5.0,261666500,7.65
MT,27,30,2015,1032949,4.2,44831000,8.050000000000001
NE,28,31,2015,1896190,3.0,95687400,8
NV,29,32,2015,2890845,6.8,126408000,8.25
NH,30,33,2015,1330608,3.4,73212400,7.25
NJ,31,34,2015,8958013,5.8,542097300,8.380000000000001
NM,32,35,2015,2085109,6.5,79973400,7.5
NY,33,36,2015,19795791,5.3,1162801400,8.75
NC,34,37,2015,10042802,5.7,419891500,7.25
ND,35,38,2015,756927,2.8,40600600,7.25
OH,36,39,2015,11613423,4.9,515138500,8.1
OK,37,40,2015,3911338,4.4,172992100,7.25
OR,38,41,2015,4028977,5.6,181491700,9.25
PA,39,42,2015,12802503,5.3,644119500,7.25
RI,40,44,2015,1056298,6.0,52865000,9
SC,41,45,2015,4896146,6.0,193225800,7.25
SD,42,46,2015,858469,3.1,41547900,8.5
TN,43,47,2015,6600299,5.6,280719500,7.25
TX,44,48,2015,27469114,4.4,1280251000,7.25
UT,45,49,2015,2995919,3.6,121884900,7.25
VT,46,50,2015,626042,3.6,30998700,9.15
VA,47,51,2015,8382993,4.5,442331400,7.25
WA,48,53,2015,7170351,5.6,385687900,9.470000000000001
WV,49,54,2015,1844128,6.7,67997300,8
WI,50,55,2015,5771337,4.6,268947700,7.25
WY,51,56,2015,586107,4.3,33442400,5.15
AL,1,1,2016,4863300,5.8,190814700,7.25
AK,2,2,2016,741894,6.9,41536200,9.75
AZ,3,4,2016,6931071,5.4,282477600,8.050000000000001
AR,4,5,2016,2988248,4.0,120059500,8
CA,5,6,2016,39250017,5.5,2263889800,10
CO,6,8,2016,5540545,3.2,289580600,8.31
CT,7,9,2016,3576452,5.1,249580900,9.6
DE,8,10,2016,952065,4.5,46042100,8.25
DC,9,11,2016,681170,6.1,53192400,11.5
FL,10,12,2016,20612439,4.8,942461200,8.050000000000001
GA,11,13,2016,10310371,5.4,439943000,5.15
HI,12,15,2016,1428557,3.0,72878600,8.5
ID,13,16,2016,1683140,3.8,68444500,7.25
IL,14,17,2016,12801539,5.8,670504200,8.25
IN,15,18,2016,6633053,4.4,290147800,7.25
IA,16,19,2016,3134693,3.6,145411300,7.25
KS,17,20,2016,2907289,4.0,138314600,7.25
KY,18,21,2016,4436974,5.1,175920500,7.25
LA,19,22,2016,4681666,6.1,199879200,7.25
ME,20,23,2016,1331479,3.8,59697100,7.5
MD,21,24,2016,6016447,4.5,354450600,8.75
MA,22,25,2016,6811779,3.9,446918300,10
MI,23,26,2016,9928300,5.0,446521100,8.5
MN,24,27,2016,5519952,3.9,293893900,9.5
MS,25,28,2016,2988726,5.8,106423500,7.25
MO,26,29,2016,6093000,4.6,269880500,7.65
MT,27,30,2016,1042520,4.1,45507900,8.050000000000001
NE,28,31,2016,1907116,3.1,94730800,9
NV,29,32,2016,2940058,5.7,131294000,8.25
NH,30,33,2016,1334795,2.9,75816700,7.25
NJ,31,34,2016,8944469,5.0,556439900,8.380000000000001
NM,32,35,2016,2081015,6.6,81252400,7.5
NY,33,36,2016,19745289,4.9,1202568500,9
NC,34,37,2016,10146788,5.1,433195600,7.25
ND,35,38,2016,757952,3.1,39622200,7.25
OH,36,39,2016,11614373,5.0,524043700,8.1
OK,37,40,2016,3923561,4.8,164419000,7.25
OR,38,41,2016,4093465,4.8,190241000,9.75
PA,39,42,2016,12784227,5.4,659803400,7.25
RI,40,44,2016,1056426,5.2,53425500,9.6
SC,41,45,2016,4961119,5.0,200333300,7.25
SD,42,46,2016,865454,3.0,41959900,8.550000000000001
TN,43,47,2016,6651194,4.7,290560400,7.25
TX,44,48,2016,27862596,4.6,1274394900,7.25
UT,45,49,2016,3051217,3.4,128929400,7.25
VT,46,50,2016,624594,3.2,31678500,9.6
VA,47,51,2016,8411808,4.1,450870200,7.25
WA,48,53,2016,7288000,5.3,407654100,9.470000000000001
WV,49,54,2016,1831102,6.1,67617900,8.75
WI,50,55,2016,5778708,4.0,274504700,7.25
WY,51,56,2016,585501,5.3,31908000,5.15
AL,1,1,2017,4874747,4.4,197283200,7.25
AK,2,2,2017,739795,7.0,42015300,9.800000000000001
AZ,3,4,2017,7016270,4.9,299613000,10
AR,4,5,2017,3004279,3.7,124683800,8.5
CA,5,6,2017,39536653,4.8,2370112400,10
CO,6,8,2017,5607154,2.7,310754500,9.300000000000001
CT,7,9,2017,3588184,4.7,258079300,10.1
DE,8,10,2017,961939,4.5,48189000,8.25
DC,9,11,2017,693972,6.1,54938200,11.5
FL,10,12,2017,20984400,4.2,1004144300,8.1
GA,11,13,2017,10429379,4.7,463755700,5.15
HI,12,15,2017,1427538,2.4,75689500,9.25
ID,13,16,2017,1716943,3.2,72355100,7.25
IL,14,17,2017,12802023,4.9,689723800,8.25
IN,15,18,2017,6666818,3.6,301203000,7.25
IA,16,19,2017,3145711,3.1,149191200,7.25
KS,17,20,2017,2913123,3.7,142241600,7.25
KY,18,21,2017,4454189,4.9,182604600,7.25
LA,19,22,2017,4684333,5.1,205227400,7.25
ME,20,23,2017,1335907,3.4,62173500,9
MD,21,24,2017,6052177,4.3,364575800,8.75
MA,22,25,2017,6859819,3.8,468299700,11
MI,23,26,2017,9962311,4.6,461485500,8.9
MN,24,27,2017,5576606,3.4,305795000,9.5
MS,25,28,2017,2984100,5.1,108749200,7.25
MO,26,29,2017,6113532,3.8,279433400,7.7
MT,27,30,2017,1050493,3.9,47717900,8.15
NE,28,31,2017,1920076,2.9,97151000,9
NV,29,32,2017,2998039,5.1,139448500,8.25
NH,30,33,2017,1342795,2.7,78822100,7.25
NJ,31,34,2017,9005644,4.6,577080600,8.44
NM,32,35,2017,2088070,5.9,82733000,7.5
NY,33,36,2017,19849399,4.7,1286022800,9.699999999999999
NC,34,37,2017,10273419,4.5,453769000,7.25
ND,35,38,2017,755393,2.7,39774600,7.25
OH,36,39,2017,11658609,5.0,544140700,8.15
OK,37,40,2017,3930864,4.2,171597400,7.25
OR,38,41,2017,4142776,4.1,200579200,9.75
PA,39,42,2017,12805537,4.9,679731100,7.25
RI,40,44,2017,1059639,4.4,55337500,9.6
SC,41,45,2017,5024369,4.3,211299000,7.25
SD,42,46,2017,869666,3.2,43274600,8.65
TN,43,47,2017,6715984,3.8,301559900,7.25
